researcher_id,travel_type,month,country,continent,emission
680,Flight,2023-04-01,CA,NA,1208.9230769230767
680,Flight,2023-04-01,ES,EU,134.86486486486484
681,Flight,2023-07-01,CH,EU,39.30635838150289
681,Flight,2023-11-01,GB,EU,182.07681365576104
681,Flight,2023-09-01,CL,SA,2565.625
681,Flight,2023-06-01,BJ,AF,1220.0
683,Flight,2023-01-01,SN,AF,941.1764705882352
683,Flight,2023-08-01,HK,AS,2113.953488372093
684,Train,2023-10-01,DE,EU,13.662644876838188
685,Flight,2023-12-01,DE,EU,133.89391979301425
685,Flight,2023-05-01,DE,EU,134.68834688346885
685,Flight,2023-10-01,CA,NA,66.66666666666667
686,Train,2023-08-01,NL,EU,16.864741123179577
686,Flight,2023-10-01,US,NA,1423.728813559322
687,Flight,2023-07-01,US,NA,2140.5109489051097
687,Flight,2023-10-01,US,NA,1492.7318295739349
687,Flight,2023-11-01,GR,EU,267.6300578034682
688,Flight,2023-03-01,US,NA,1583.7370242214533
688,Train,2023-03-01,ES,EU,13.761720904578045
689,Train,2023-03-01,HR,EU,8.017492711370263
689,Flight,2023-03-01,US,NA,2140.5109489051097
690,Train,2023-11-01,CH,EU,4.008746355685131
690,Flight,2023-10-01,CH,EU,39.30635838150289
691,Flight,2023-10-01,QA,AS,1419.7802197802196
691,Flight,2023-05-01,FR,EU,50.892857142857146
692,Flight,2023-09-01,RU,EU,489.2307692307692
692,Flight,2023-01-01,US,NA,1583.7370242214533
692,Flight,2023-07-01,AU,OC,2219.9999999999995
693,Flight,2023-07-01,DE,EU,134.68834688346885
693,Flight,2023-11-01,CA,NA,1649.5798319327732
693,Flight,2023-06-01,CN,AS,2085.714285714286
693,Flight,2023-04-01,IE,EU,203.57142857142858
693,Flight,2023-12-01,TH,AS,1694.2857142857142
693,Flight,2023-03-01,US,NA,1492.7318295739349
694,Train,2023-01-01,AT,EU,18.883415435139575
695,Flight,2023-05-01,CO,SA,0.0
695,Flight,2023-09-01,GB,EU,202.08333333333331
695,Flight,2023-09-01,DE,EU,133.89391979301425
697,Flight,2023-04-01,GB,EU,138.63636363636365
697,Flight,2023-02-01,CH,EU,39.30635838150289
697,Train,2023-03-01,BE,EU,11.702678401133484
697,Flight,2023-04-01,US,NA,1492.7318295739349
697,Flight,2023-12-01,US,NA,1633.0459770114942
697,Flight,2023-11-01,DE,EU,133.89391979301425
698,Flight,2023-07-01,FR,EU,98.78234398782344
698,Flight,2023-04-01,US,NA,2140.5109489051097
699,Flight,2023-11-01,IL,AS,471.1111111111111
700,Flight,2023-04-01,GB,EU,182.07681365576104
701,Flight,2023-06-01,CN,AS,1675.3086419753088
701,Flight,2023-11-01,NL,EU,165.27446300715988
702,Train,2023-07-01,ES,EU,19.127803212539764
703,Flight,2023-03-01,US,NA,2083.1533477321814
703,Flight,2023-10-01,US,NA,1163.3333333333333
703,Flight,2023-08-01,FR,EU,98.78234398782344
703,Flight,2023-04-01,NL,EU,165.27446300715988
704,Flight,2023-08-01,CA,NA,1208.9230769230767
705,Train,2023-08-01,ES,EU,19.127803212539764
705,Train,2023-12-01,PT,EU,29.38652938652939
706,Flight,2023-03-01,ZA,AF,1976.4705882352941
707,Flight,2023-02-01,NZ,OC,3447.6190476190477
708,Train,2023-06-01,IT,EU,13.073979591836734
708,Flight,2023-10-01,CO,SA,1808.888888888889
708,Flight,2023-11-01,DK,EU,220.0704225352113
708,Flight,2023-11-01,DE,EU,134.68834688346885
709,Flight,2023-03-01,FR,EU,98.78234398782344
710,Train,2023-01-01,CZ,EU,12.309685779073531
710,Flight,2023-02-01,AE,AS,1516.7664670658683
710,Flight,2023-01-01,QA,AS,1419.7802197802196
711,Flight,2023-06-01,NO,EU,256.9767441860466
711,Flight,2023-09-01,AE,AS,1426.5734265734268
711,Flight,2023-01-01,TR,AS,752.2222222222223
713,Train,2023-04-01,GB,EU,18.57926669956745
713,Flight,2023-11-01,PL,EU,157.4468085106383
714,Flight,2023-07-01,US,NA,1764.4859813084113
714,Flight,2023-04-01,FR,EU,98.78234398782344
715,Flight,2023-02-01,DK,EU,220.0704225352113
715,Train,2023-02-01,IT,EU,15.538033395176251
715,Train,2023-11-01,CZ,EU,12.309685779073531
716,Train,2023-03-01,ES,EU,19.127803212539764
717,Train,2023-03-01,RO,EU,29.434850863422287
717,Flight,2023-04-01,AE,AS,1426.5734265734268
718,Flight,2023-06-01,DE,EU,133.89391979301425
719,Flight,2023-03-01,CL,SA,2565.625
720,Flight,2023-11-01,DE,EU,133.89391979301425
721,Train,2023-12-01,BE,EU,11.702678401133484
721,Train,2023-08-01,DE,EU,13.662644876838188
721,Flight,2023-09-01,JP,AS,1949.1228070175437
722,Flight,2023-01-01,FI,EU,484.00000000000006
722,Train,2023-12-01,GB,EU,14.625850340136054
722,Train,2023-05-01,FR,EU,10.079831019165656
723,Flight,2023-07-01,AT,EU,185.05747126436785
723,Flight,2023-04-01,BE,EU,114.68624833110815
723,Train,2023-01-01,GB,EU,23.308270676691727
723,Flight,2023-12-01,NL,EU,165.27446300715988
724,Flight,2023-07-01,IT,EU,164.48863636363637
724,Flight,2023-05-01,FI,EU,484.00000000000006
724,Flight,2023-08-01,US,NA,1492.7318295739349
725,Train,2023-10-01,DE,EU,13.743708865660086
725,Flight,2023-11-01,DK,EU,220.0704225352113
725,Flight,2023-12-01,CA,NA,1208.9230769230767
725,Flight,2023-08-01,SE,EU,264.57142857142856
725,Flight,2023-09-01,US,NA,1614.7058823529412
726,Train,2023-03-01,IT,EU,15.538033395176251
726,Train,2023-08-01,SE,EU,24.98240675580577
726,Train,2023-06-01,DE,EU,13.662644876838188
726,Flight,2023-04-01,SG,AS,2655.3333333333335
727,Flight,2023-05-01,US,NA,2083.1533477321814
727,Flight,2023-03-01,CH,EU,39.30635838150289
728,Train,2023-04-01,GB,EU,18.57926669956745
728,Train,2023-08-01,NO,EU,26.22211675367822
728,Flight,2023-04-01,US,NA,2140.5109489051097
729,Flight,2023-02-01,RU,EU,627.5862068965516
729,Flight,2023-07-01,US,NA,2083.1533477321814
729,Flight,2023-07-01,ES,EU,187.4524714828897
730,Train,2023-07-01,GB,EU,20.408163265306122
730,Flight,2023-08-01,US,NA,2140.5109489051097
730,Flight,2023-09-01,BE,EU,114.68624833110815
731,Flight,2023-07-01,FI,EU,484.00000000000006
731,Train,2023-11-01,CH,EU,4.010852896071723
731,Flight,2023-03-01,OM,AS,1814.2857142857142
731,Train,2023-02-01,NL,EU,16.864741123179577
731,Flight,2023-03-01,US,NA,1633.0459770114942
731,Train,2023-11-01,PL,EU,30.075187969924812
732,Flight,2023-07-01,US,NA,1633.0459770114942
732,Train,2023-12-01,DE,EU,13.662644876838188
732,Flight,2023-03-01,GB,EU,166.0
733,Flight,2023-06-01,NL,EU,165.27446300715988
733,Train,2023-06-01,BE,EU,11.702678401133484
734,Flight,2023-02-01,CA,NA,1361.0294117647059
734,Flight,2023-09-01,ES,EU,134.86486486486484
735,Flight,2023-06-01,US,NA,1698.0000000000002
735,Flight,2023-10-01,BR,SA,1861.904761904762
736,Flight,2023-05-01,CN,AS,1675.3086419753088
736,Flight,2023-03-01,BE,EU,114.68624833110815
736,Train,2023-01-01,NL,EU,16.864741123179577
737,Flight,2023-04-01,US,NA,66.66666666666667
737,Flight,2023-04-01,CN,AS,940.0000000000001
737,Flight,2023-02-01,CN,AS,1233.3333333333335
737,Train,2023-12-01,FR,EU,10.079831019165656
738,Train,2023-05-01,GB,EU,15.74977817213842
738,Train,2023-09-01,GB,EU,15.769944341372911
738,Flight,2023-07-01,CA,NA,1649.5798319327732
738,Train,2023-10-01,AT,EU,18.883415435139575
739,Train,2023-09-01,FR,EU,10.079831019165656
739,Train,2023-01-01,IT,EU,16.784554730983302
740,Flight,2023-12-01,ES,EU,187.4524714828897
740,Train,2023-02-01,FR,EU,10.915994304698623
741,Flight,2023-05-01,ES,EU,134.86486486486484
741,Flight,2023-07-01,US,NA,1492.7318295739349
741,Train,2023-09-01,FR,EU,5.193148688046647
741,Train,2023-01-01,AT,EU,18.883415435139575
742,Train,2023-06-01,DE,EU,13.662644876838188
743,Train,2023-09-01,NL,EU,16.864741123179577
743,Flight,2023-12-01,US,NA,1711.5384615384614
743,Flight,2023-01-01,US,NA,237.5
743,Flight,2023-10-01,LU,EU,73.21428571428571
744,Train,2023-11-01,ES,EU,19.127803212539764
744,Train,2023-05-01,CH,EU,4.010852896071723
744,Train,2023-12-01,FR,EU,10.459183673469386
745,Flight,2023-04-01,IL,AS,45.45454545454545
745,Flight,2023-01-01,KR,AS,1675.1724137931035
746,Flight,2023-05-01,BE,EU,114.68624833110815
746,Train,2023-05-01,NL,EU,16.864741123179577
746,Flight,2023-09-01,CH,EU,39.30635838150289
746,Train,2023-05-01,DK,EU,22.45616556481748
747,Flight,2023-04-01,BE,EU,114.68624833110815
748,Flight,2023-04-01,US,NA,1698.0000000000002
749,Train,2023-12-01,GB,EU,18.57926669956745
749,Flight,2023-07-01,TR,AS,66.66666666666667
749,Flight,2023-04-01,US,NA,1583.7370242214533
750,Flight,2023-10-01,CN,AS,2294.623655913979
750,Flight,2023-12-01,MA,AF,354.2372881355932
751,Flight,2023-09-01,GB,EU,143.33333333333334
751,Flight,2023-06-01,US,NA,2083.1533477321814
752,Flight,2023-10-01,CN,AS,1675.3086419753088
752,Flight,2023-06-01,US,NA,2083.1533477321814
752,Flight,2023-05-01,US,NA,1764.4859813084113
753,Flight,2023-09-01,NL,EU,165.27446300715988
754,Flight,2023-06-01,NL,EU,165.27446300715988
755,Flight,2023-10-01,AE,AS,1516.7664670658683
756,Flight,2023-02-01,GB,EU,182.07681365576104
757,Flight,2023-08-01,DK,EU,220.0704225352113
757,Flight,2023-05-01,US,NA,1633.0459770114942
757,Train,2023-01-01,FR,EU,10.079831019165656
758,Flight,2023-05-01,SG,AS,2655.3333333333335
758,Flight,2023-09-01,US,NA,2083.1533477321814
758,Flight,2023-01-01,US,NA,1711.5384615384614
759,Flight,2023-05-01,NL,EU,165.27446300715988
759,Train,2023-09-01,CH,EU,4.010852896071723
760,Train,2023-07-01,RO,EU,29.434850863422287
760,Flight,2023-12-01,DE,EU,66.66666666666667
762,Flight,2023-07-01,PL,EU,100.0
763,Train,2023-10-01,FR,EU,10.018552875695732
764,Flight,2023-08-01,CH,EU,39.285714285714285
764,Flight,2023-09-01,PT,EU,287.98798798798805
764,Flight,2023-10-01,FR,EU,102.5
764,Flight,2023-11-01,CA,NA,1208.9230769230767
765,Flight,2023-06-01,US,NA,1449.1803278688526
766,Flight,2023-09-01,US,NA,2083.1533477321814
767,Flight,2023-04-01,FR,EU,98.78234398782344
767,Flight,2023-02-01,RS,EU,176.08695652173913
768,Train,2023-06-01,DE,EU,8.142650999793856
768,Flight,2023-05-01,SE,EU,264.57142857142856
769,Flight,2023-02-01,DE,EU,133.89391979301425
769,Train,2023-09-01,SE,EU,26.997084548104954
769,Flight,2023-09-01,CN,AS,1675.3086419753088
770,Flight,2023-07-01,IN,AS,1160.0
771,Train,2023-11-01,GB,EU,18.57926669956745
771,Flight,2023-06-01,TR,AS,370.9677419354839
772,Train,2023-06-01,GB,EU,18.57926669956745
772,Flight,2023-01-01,MA,AF,354.2372881355932
772,Flight,2023-09-01,AT,EU,185.05747126436785
773,Train,2023-01-01,DK,EU,22.45616556481748
773,Train,2023-03-01,DE,EU,13.743708865660086
773,Flight,2023-11-01,ET,AF,1223.6842105263156
773,Train,2023-08-01,DE,EU,13.743708865660086
774,Train,2023-04-01,ES,EU,13.761720904578045
775,Flight,2023-08-01,AE,AS,1426.5734265734268
775,Train,2023-07-01,NL,EU,16.864741123179577
776,Flight,2023-06-01,US,NA,604.0
776,Flight,2023-10-01,AE,AS,1516.7664670658683
776,Flight,2023-11-01,US,NA,2140.5109489051097
777,Flight,2023-03-01,US,NA,1698.0000000000002
777,Flight,2023-11-01,US,NA,1583.7370242214533
777,Flight,2023-05-01,SI,EU,115.99999999999999
778,Flight,2023-01-01,US,NA,1423.728813559322
778,Flight,2023-09-01,NL,EU,165.27446300715988
778,Flight,2023-09-01,GB,EU,202.08333333333331
779,Train,2023-07-01,CH,EU,4.008746355685131
779,Train,2023-11-01,NL,EU,16.864741123179577
779,Flight,2023-12-01,DE,EU,133.89391979301425
779,Train,2023-03-01,DE,EU,13.662644876838188
780,Train,2023-12-01,DE,EU,13.743708865660086
781,Train,2023-01-01,BE,EU,11.702678401133484
781,Train,2023-05-01,GB,EU,18.57926669956745
781,Flight,2023-10-01,JP,AS,1860.0
782,Flight,2023-03-01,XK,EU,200.0
783,Flight,2023-12-01,DE,EU,134.68834688346885
783,Train,2023-01-01,PL,EU,30.075187969924812
783,Flight,2023-07-01,FI,EU,484.00000000000006
784,Flight,2023-08-01,US,NA,1583.7370242214533
784,Flight,2023-02-01,DE,EU,134.68834688346885
784,Train,2023-11-01,FI,EU,0.0
784,Train,2023-04-01,DE,EU,13.662644876838188
785,Flight,2023-04-01,SG,AS,2655.3333333333335
785,Flight,2023-05-01,CA,NA,1361.0294117647059
785,Train,2023-01-01,DE,EU,13.743708865660086
787,Flight,2023-01-01,GB,EU,182.07681365576104
787,Flight,2023-08-01,US,NA,2140.5109489051097
788,Flight,2023-12-01,CN,AS,1675.3086419753088
788,Flight,2023-09-01,BE,EU,114.68624833110815
789,Flight,2023-05-01,FR,EU,98.78234398782344
789,Flight,2023-09-01,US,NA,1811.111111111111
789,Train,2023-12-01,NL,EU,16.864741123179577
789,Flight,2023-09-01,CH,EU,39.30635838150289
789,Flight,2023-03-01,NL,EU,165.27446300715988
789,Flight,2023-02-01,FR,EU,98.78234398782344
790,Flight,2023-11-01,AT,EU,99.99999999999999
790,Flight,2023-01-01,OM,AS,1814.2857142857142
790,Flight,2023-12-01,US,NA,2083.1533477321814
790,Train,2023-06-01,DE,EU,13.743708865660086
790,Flight,2023-05-01,DE,EU,134.68834688346885
791,Flight,2023-05-01,CA,NA,1361.0294117647059
791,Flight,2023-11-01,CH,EU,39.285714285714285
792,Train,2023-01-01,DE,EU,13.662644876838188
792,Flight,2023-06-01,US,NA,2140.5109489051097
792,Flight,2023-02-01,US,NA,2140.5109489051097
794,Flight,2023-01-01,IT,EU,164.48863636363637
794,Flight,2023-05-01,BR,SA,1190.909090909091
794,Flight,2023-07-01,TR,AS,752.2222222222223
795,Flight,2023-10-01,US,NA,1583.7370242214533
795,Train,2023-05-01,DE,EU,13.743708865660086
795,Train,2023-09-01,DE,EU,13.743708865660086
796,Train,2023-03-01,NL,EU,16.864741123179577
797,Train,2023-10-01,DK,EU,22.45616556481748
797,Flight,2023-01-01,US,NA,1633.0459770114942
798,Flight,2023-06-01,US,NA,1633.0459770114942
798,Flight,2023-04-01,GB,EU,182.07681365576104
798,Flight,2023-09-01,US,NA,1583.7370242214533
798,Flight,2023-06-01,PL,EU,294.7368421052632
798,Train,2023-01-01,GB,EU,18.57926669956745
798,Flight,2023-04-01,DE,EU,134.68834688346885
799,Flight,2023-09-01,US,NA,2083.1533477321814
799,Train,2023-04-01,DE,EU,13.743708865660086
800,Flight,2023-09-01,ZA,AF,1976.4705882352941
800,Train,2023-08-01,PT,EU,29.38652938652939
800,Train,2023-10-01,FR,EU,10.079831019165656
801,Flight,2023-03-01,AU,OC,2050.0
801,Flight,2023-02-01,ES,EU,133.33333333333334
801,Flight,2023-06-01,IL,AS,471.1111111111111
802,Train,2023-10-01,ES,EU,19.127803212539764
802,Flight,2023-09-01,GE,AS,200.0
802,Train,2023-09-01,IT,EU,13.019000703729768
803,Flight,2023-11-01,DE,EU,134.68834688346885
804,Flight,2023-04-01,MX,NA,400.0
804,Train,2023-02-01,GB,EU,15.74977817213842
805,Flight,2023-03-01,NL,EU,165.27446300715988
805,Train,2023-12-01,FI,EU,49.38775510204082
805,Train,2023-12-01,GB,EU,18.57926669956745
807,Train,2023-06-01,NL,EU,16.864741123179577
808,Flight,2023-06-01,NO,EU,290.4761904761904
808,Flight,2023-05-01,US,NA,1492.7318295739349
808,Flight,2023-03-01,JP,AS,1949.1228070175437
808,Train,2023-02-01,AT,EU,18.883415435139575
808,Flight,2023-02-01,FR,EU,98.78234398782344
808,Flight,2023-01-01,US,NA,1583.7370242214533
809,Flight,2023-12-01,US,NA,1711.5384615384614
809,Train,2023-07-01,DE,EU,8.142650999793856
809,Train,2023-06-01,GR,EU,26.31578947368421
810,Flight,2023-01-01,CN,AS,1675.3086419753088
811,Flight,2023-05-01,US,NA,1423.728813559322
811,Flight,2023-11-01,MA,AF,337.037037037037
811,Flight,2023-03-01,US,NA,1492.7318295739349
812,Flight,2023-04-01,DE,EU,133.89391979301425
812,Train,2023-01-01,IT,EU,16.784554730983302
813,Flight,2023-07-01,CH,EU,39.285714285714285
813,Train,2023-01-01,FR,EU,10.079831019165656
813,Train,2023-08-01,FR,EU,5.193148688046647
813,Train,2023-03-01,GB,EU,23.308270676691727
814,Flight,2023-11-01,PL,EU,294.7368421052632
814,Train,2023-01-01,GB,EU,15.306122448979592
814,Train,2023-01-01,IT,EU,16.784554730983302
815,Train,2023-06-01,BE,EU,11.702678401133484
815,Flight,2023-04-01,US,NA,1811.111111111111
815,Flight,2023-04-01,US,NA,100.0
816,Flight,2023-07-01,US,NA,604.0
816,Flight,2023-11-01,AT,EU,185.05747126436785
817,Flight,2023-01-01,US,NA,1492.7318295739349
817,Train,2023-10-01,FR,EU,10.079831019165656
817,Flight,2023-03-01,CH,EU,39.30635838150289
818,Train,2023-08-01,ES,EU,19.127803212539764
818,Flight,2023-04-01,CN,AS,1675.3086419753088
818,Train,2023-09-01,GB,EU,18.57926669956745
818,Flight,2023-10-01,US,NA,1711.5384615384614
819,Flight,2023-02-01,GB,EU,143.33333333333334
819,Flight,2023-02-01,IL,AS,471.1111111111111
820,Flight,2023-02-01,US,NA,2083.1533477321814
820,Flight,2023-08-01,AE,AS,1426.5734265734268
820,Flight,2023-05-01,AE,AS,1516.7664670658683
821,Train,2023-10-01,BE,EU,11.702678401133484
821,Flight,2023-12-01,DE,EU,134.68834688346885
821,Train,2023-01-01,PT,EU,29.38652938652939
821,Flight,2023-12-01,US,NA,1698.0000000000002
822,Flight,2023-12-01,ES,EU,134.86486486486484
822,Train,2023-07-01,NL,EU,16.864741123179577
822,Flight,2023-03-01,DE,EU,134.68834688346885
822,Flight,2023-09-01,CA,NA,1208.9230769230767
822,Flight,2023-02-01,ES,EU,187.4524714828897
823,Train,2023-07-01,DE,EU,13.743708865660086
823,Train,2023-11-01,DE,EU,13.743708865660086
823,Flight,2023-12-01,TH,AS,1694.2857142857142
825,Flight,2023-06-01,FR,EU,50.892857142857146
825,Flight,2023-06-01,CN,AS,2294.623655913979
825,Flight,2023-07-01,US,NA,1711.5384615384614
826,Flight,2023-10-01,GH,AF,1460.0
826,Flight,2023-09-01,CA,NA,1361.0294117647059
826,Flight,2023-01-01,TR,AS,370.9677419354839
826,Flight,2023-11-01,CN,AS,1675.3086419753088
827,Flight,2023-04-01,US,NA,1583.7370242214533
827,Flight,2023-04-01,DE,EU,134.68834688346885
828,Flight,2023-02-01,US,NA,1423.728813559322
828,Train,2023-12-01,ES,EU,13.761720904578045
828,Flight,2023-07-01,IL,AS,471.1111111111111
829,Flight,2023-01-01,CN,AS,1675.3086419753088
829,Train,2023-12-01,HR,EU,8.017492711370263
830,Flight,2023-08-01,NL,EU,165.27446300715988
830,Train,2023-05-01,DE,EU,13.743708865660086
830,Flight,2023-09-01,KR,AS,1675.1724137931035
831,Flight,2023-12-01,CN,AS,1675.3086419753088
832,Flight,2023-01-01,US,NA,1583.7370242214533
832,Train,2023-07-01,DK,EU,22.45616556481748
832,Flight,2023-01-01,DE,EU,133.89391979301425
832,Flight,2023-09-01,US,NA,1423.728813559322
833,Flight,2023-07-01,CA,NA,1208.9230769230767
834,Flight,2023-05-01,US,NA,500.0
834,Flight,2023-02-01,CA,NA,1361.0294117647059
835,Train,2023-10-01,DE,EU,11.787473610133707
835,Flight,2023-04-01,US,NA,1423.728813559322
836,Train,2023-02-01,DE,EU,11.787473610133707
836,Flight,2023-11-01,US,NA,880.0
836,Flight,2023-04-01,TR,AS,370.9677419354839
837,Flight,2023-04-01,DE,EU,134.68834688346885
837,Train,2023-04-01,CH,EU,4.008746355685131
838,Train,2023-01-01,NL,EU,16.864741123179577
838,Flight,2023-02-01,GB,EU,200.0
838,Train,2023-04-01,PT,EU,29.38652938652939
838,Train,2023-03-01,RU,EU,49.92150706436421
839,Train,2023-08-01,GB,EU,23.308270676691727
839,Flight,2023-08-01,TR,AS,752.2222222222223
839,Flight,2023-02-01,FR,EU,98.78234398782344
839,Flight,2023-02-01,US,NA,1583.7370242214533
840,Flight,2023-10-01,GB,EU,202.08333333333331
841,Flight,2023-12-01,DE,EU,134.68834688346885
841,Flight,2023-01-01,MA,AF,354.2372881355932
841,Flight,2023-12-01,IT,EU,164.48863636363637
841,Flight,2023-04-01,US,NA,2140.5109489051097
842,Train,2023-10-01,NL,EU,16.864741123179577
843,Flight,2023-12-01,NL,EU,165.27446300715988
843,Flight,2023-04-01,GB,EU,182.07681365576104
843,Flight,2023-07-01,BE,EU,114.68624833110815
843,Flight,2023-09-01,HK,AS,2113.953488372093
843,Train,2023-12-01,DE,EU,13.662644876838188
843,Flight,2023-01-01,US,NA,154.54545454545453
844,Flight,2023-10-01,JP,AS,1860.0
844,Train,2023-03-01,PT,EU,29.38652938652939
845,Train,2023-12-01,IT,EU,16.784554730983302
845,Flight,2023-01-01,US,NA,1492.7318295739349
846,Flight,2023-07-01,CA,NA,1208.9230769230767
846,Flight,2023-05-01,US,NA,400.0
847,Train,2023-07-01,AT,EU,18.883415435139575
847,Train,2023-05-01,ES,EU,19.127803212539764
847,Flight,2023-06-01,SE,EU,264.57142857142856
847,Train,2023-05-01,IE,EU,18.36734693877551
848,Flight,2023-05-01,GB,EU,228.42105263157893
848,Flight,2023-03-01,CN,AS,1675.3086419753088
848,Train,2023-12-01,HU,EU,17.56785188302125
848,Flight,2023-08-01,US,NA,2140.5109489051097
849,Train,2023-09-01,FR,EU,10.915994304698623
849,Flight,2023-02-01,IT,EU,139.99999999999997
850,Flight,2023-11-01,US,NA,1583.7370242214533
851,Flight,2023-10-01,PT,EU,287.98798798798805
851,Train,2023-07-01,BE,EU,11.702678401133484
852,Train,2023-04-01,IT,EU,17.006802721088434
852,Flight,2023-01-01,US,NA,1583.7370242214533
852,Flight,2023-10-01,US,NA,1492.7318295739349
853,Flight,2023-02-01,US,NA,1102.9411764705883
854,Flight,2023-01-01,US,NA,2140.5109489051097
854,Flight,2023-06-01,US,NA,604.0
855,Flight,2023-08-01,CN,AS,2085.714285714286
855,Train,2023-07-01,PL,EU,16.06600086843248
856,Train,2023-01-01,DE,EU,13.743708865660086
856,Flight,2023-04-01,KR,AS,1675.1724137931035
856,Train,2023-05-01,GB,EU,23.308270676691727
856,Flight,2023-08-01,US,NA,1583.7370242214533
857,Train,2023-10-01,GB,EU,18.57926669956745
857,Train,2023-11-01,ES,EU,13.761720904578045
857,Flight,2023-02-01,CH,EU,39.285714285714285
858,Train,2023-09-01,CH,EU,4.008746355685131
858,Flight,2023-09-01,US,NA,1139.2857142857142
858,Flight,2023-08-01,VN,AS,114.28571428571429
859,Flight,2023-11-01,US,NA,1764.4859813084113
860,Train,2023-02-01,CH,EU,4.010852896071723
860,Flight,2023-02-01,FR,EU,98.78234398782344
860,Flight,2023-10-01,CN,AS,2085.714285714286
860,Flight,2023-09-01,IL,AS,471.1111111111111
861,Flight,2023-09-01,GR,EU,144.44444444444446
862,Flight,2023-11-01,PT,EU,287.98798798798805
863,Flight,2023-04-01,NL,EU,165.27446300715988
863,Flight,2023-11-01,CN,AS,1675.3086419753088
863,Train,2023-12-01,DE,EU,13.662644876838188
864,Flight,2023-05-01,CH,EU,39.285714285714285
864,Flight,2023-05-01,AT,EU,185.05747126436785
864,Flight,2023-12-01,CA,NA,1361.0294117647059
864,Train,2023-06-01,GB,EU,15.306122448979592
865,Train,2023-03-01,GB,EU,18.57926669956745
866,Flight,2023-08-01,US,NA,2140.5109489051097
866,Train,2023-11-01,NL,EU,16.864741123179577
866,Train,2023-04-01,CH,EU,4.010852896071723
866,Flight,2023-04-01,CN,AS,858.3333333333334
867,Train,2023-01-01,ES,EU,13.761720904578045
867,Flight,2023-04-01,IT,EU,137.03703703703704
867,Flight,2023-06-01,ES,EU,187.4524714828897
867,Flight,2023-10-01,FI,EU,484.00000000000006
868,Flight,2023-08-01,GB,EU,182.07681365576104
868,Flight,2023-10-01,CA,NA,1649.5798319327732
869,Flight,2023-10-01,DE,EU,79.79797979797979
869,Flight,2023-03-01,US,NA,1423.728813559322
869,Flight,2023-10-01,DK,EU,220.0704225352113
870,Train,2023-08-01,HU,EU,17.56785188302125
870,Train,2023-12-01,IT,EU,16.784554730983302
870,Flight,2023-04-01,IE,EU,203.57142857142858
871,Train,2023-01-01,DE,EU,8.142650999793856
872,Flight,2023-09-01,US,NA,1583.7370242214533
872,Flight,2023-05-01,ZA,AF,1976.4705882352941
872,Flight,2023-09-01,AE,AS,1426.5734265734268
872,Flight,2023-10-01,JP,AS,2511.2676056338028
873,Train,2023-08-01,GB,EU,18.57926669956745
874,Flight,2023-11-01,BE,EU,114.68624833110815
874,Flight,2023-06-01,SE,EU,264.57142857142856
875,Train,2023-11-01,PL,EU,30.075187969924812
875,Train,2023-09-01,DE,EU,13.662644876838188
876,Flight,2023-10-01,CZ,EU,120.63492063492062
876,Flight,2023-03-01,CA,NA,1361.0294117647059
877,Flight,2023-07-01,CA,NA,1361.0294117647059
877,Train,2023-03-01,PT,EU,22.64030612244898
877,Flight,2023-05-01,US,NA,1760.0000000000002
877,Train,2023-03-01,NL,EU,16.864741123179577
878,Train,2023-08-01,ES,EU,13.605442176870747
879,Flight,2023-04-01,TR,AS,752.2222222222223
879,Train,2023-05-01,IT,EU,16.784554730983302
879,Train,2023-02-01,ES,EU,19.127803212539764
880,Flight,2023-10-01,FR,EU,106.97674418604652
880,Flight,2023-09-01,AT,EU,185.05747126436785
881,Flight,2023-02-01,ES,EU,225.0
881,Flight,2023-10-01,CA,NA,1208.9230769230767
881,Flight,2023-09-01,GR,EU,267.6300578034682
881,Flight,2023-04-01,DE,EU,79.79797979797979
882,Flight,2023-11-01,DE,EU,134.68834688346885
883,Flight,2023-10-01,US,NA,1583.7370242214533
883,Flight,2023-01-01,IT,EU,184.61538461538458
883,Flight,2023-08-01,FR,EU,98.78234398782344
883,Flight,2023-05-01,CH,EU,39.30635838150289
884,Flight,2023-09-01,US,NA,1583.7370242214533
884,Train,2023-07-01,RO,EU,20.408163265306122
884,Train,2023-04-01,DE,EU,13.662644876838188
884,Flight,2023-03-01,CN,AS,1675.3086419753088
884,Train,2023-11-01,BE,EU,11.702678401133484
884,Flight,2023-01-01,DE,EU,134.68834688346885
885,Flight,2023-07-01,AT,EU,185.05747126436785
886,Flight,2023-02-01,US,NA,1423.728813559322
886,Flight,2023-06-01,FR,EU,50.892857142857146
887,Flight,2023-08-01,TR,AS,370.9677419354839
887,Train,2023-08-01,BE,EU,11.702678401133484
887,Flight,2023-04-01,FR,EU,98.78234398782344
888,Flight,2023-06-01,BE,EU,114.68624833110815
888,Flight,2023-11-01,CH,EU,39.285714285714285
888,Flight,2023-04-01,AT,EU,99.99999999999999
889,Train,2023-06-01,NL,EU,16.864741123179577
889,Flight,2023-02-01,FR,EU,98.78234398782344
890,Train,2023-02-01,ES,EU,13.761720904578045
890,Train,2023-03-01,CH,EU,4.008746355685131
891,Train,2023-03-01,FR,EU,10.079831019165656
892,Flight,2023-01-01,ES,EU,187.4524714828897
893,Train,2023-09-01,ES,EU,17.857142857142854
893,Flight,2023-03-01,DE,EU,133.89391979301425
